EMPLOYEE_CODE,FIRST_NAME,FIRST_NAME_MB,LAST_NAME,LAST_NAME_MB,DATE_HIRED,TERMINATION_DATE,TERMINATION_CODE,BIRTH_DATE,GENDER_CODE,WORK_PHONE,EXTENSION,FAX,EMAIL,SSN,COMMUTE_TIME
10165,Georg,Georg,Schmuker,Schmuker,2015-01-30 00:00:00.0,0001-01-01 00:00:00.0,150,1987-03-10 00:00:00.0,0,+(49) 40 663 1990,3834,+(49) 40 663 4571,GSchmuker@grtd123.com,732-76-0981,15
10166,Stefano,Stefano,Bruno,Bruno,2013-05-01 00:00:00.0,0001-01-01 00:00:00.0,150,1970-07-10 00:00:00.0,0,+(39) 02 79 53 780,7833,+(39) 02 79 53 477,SBruno@grtd123.com,241-62-5326,22
10185,Rupert,Rupert,Rossi,Rossi,2015-09-12 00:00:00.0,0001-01-01 00:00:00.0,150,1983-12-12 00:00:00.0,0,+(39) 02 79 53 780,7814,+(39) 02 79 53 477,RRossi@grtd123.com,480-27-1411,6
10186,Salvatore,Salvatore,Russo,Russo,2019-07-31 00:00:00.0,0001-01-01 00:00:00.0,150,1994-04-14 00:00:00.0,0,+(39) 02 79 53 780,7813,+(39) 02 79 53 477,SRusso@grtd123.com,043-12-3984,13
10286,Maria,Maria,Schmidt,Schmidt,2018-12-27 00:00:00.0,0001-01-01 00:00:00.0,150,1987-06-13 00:00:00.0,1,+(49) 89 882 3456,3713,+(49) 89 882 3455,MSchmidt@grtd123.com,659-53-6709,7
10287,Anouk,Anouk,Petit,Petit,2018-09-21 00:00:00.0,0001-01-01 00:00:00.0,150,1997-05-23 00:00:00.0,1,+(41) 17 12 13 14,3712,+(41) 17 12 13 20,APetit@grtd123.com,021-34-7032,32
10288,Brigitte,Brigitte,Durand,Durand,2013-01-31 00:00:00.0,0001-01-01 00:00:00.0,150,1987-07-20 00:00:00.0,1,+33 1 68 94 52 20,3711,+33 1 68 94 56 60,BDurand@grtd123.com,177-62-4792,42
10289,Konrad,Konrad,Kramer,Kramer,2013-10-05 00:00:00.0,0001-01-01 00:00:00.0,150,1973-08-24 00:00:00.0,0,+(43) 13 79 56 32,7710,+(43) 13 79 56 33,KKramer@grtd123.com,849-76-4462,31
10290,Sidonia,Sidonia,Marino,Marino,2013-02-25 00:00:00.0,0001-01-01 00:00:00.0,150,1975-09-04 00:00:00.0,1,+(39) 02 79 53 780,7709,+(39) 02 79 53 477,SMarino@grtd123.com,206-37-8208,29
10291,Isabel,Isabel,Torres,Torres,2013-06-02 00:00:00.0,0001-01-01 00:00:00.0,150,1961-09-05 00:00:00.0,1,+35 94 322 3540,7708,+35 91 548 1637,ITorres@grtd123.com,846-88-8115,18
10328,Baltje,Baltje,Cloet,Cloet,2014-04-17 00:00:00.0,0001-01-01 00:00:00.0,150,1990-05-25 00:00:00.0,1,+(41) 17 12 13 11,9671,+(41) 17 12 61 82,BCloet@grtd123.com,277-84-0738,18
10329,Armando,Armando,Fusillo,Fusillo,2015-03-20 00:00:00.0,0001-01-01 00:00:00.0,150,1987-08-06 00:00:00.0,1,+(41) 17 12 13 11,9670,+(41) 17 12 61 82,AFusillo@grtd123.com,116-55-2162,27
10330,Bianca,Bianca,Agostini,Agostini,2018-08-19 00:00:00.0,0001-01-01 00:00:00.0,150,1998-04-08 00:00:00.0,1,+(41) 17 12 13 11,9669,+(41) 17 12 61 82,BAgostini@grtd123.com,076-53-9029,9
10331,Belinda,Belinda,Vento,Vento,2020-01-16 00:00:00.0,0001-01-01 00:00:00.0,150,1990-06-18 00:00:00.0,1,+(41) 17 12 13 11,9668,+(41) 17 12 61 82,BVento@grtd123.com,581-01-2587,28
10332,Caterina,Caterina,Pera,Pera,2018-12-12 00:00:00.0,0001-01-01 00:00:00.0,150,1990-09-30 00:00:00.0,1,+(41) 17 12 13 11,9667,+(41) 17 12 61 82,CPera@grtd123.com,893-91-7146,16
10333,Sarah,Sarah,Muller,Muller,2016-03-03 00:00:00.0,0001-01-01 00:00:00.0,150,1987-03-28 00:00:00.0,1,+(41) 17 12 13 11,9666,+(41) 17 12 61 82,SMuller@grtd123.com,869-41-8909,6
10334,Julia,Julia,Rader,Rader,2019-03-28 00:00:00.0,0001-01-01 00:00:00.0,150,1980-06-06 00:00:00.0,1,+(41) 17 12 13 11,9665,+(41) 17 12 61 82,JRader@grtd123.com,313-04-5480,31
10335,Brigitte,Brigitte,Zumwald,Zumwald,2019-11-27 00:00:00.0,0001-01-01 00:00:00.0,150,1988-01-12 00:00:00.0,1,+(41) 17 12 13 11,9664,+(41) 17 12 61 82,BZumwald@grtd123.com,023-79-2315,21
10336,Anja,Anja,Albrecht,Albrecht,2020-02-06 00:00:00.0,0001-01-01 00:00:00.0,150,1999-12-16 00:00:00.0,1,+(41) 17 12 13 11,9663,+(41) 17 12 61 82,AAlbrecht@grtd123.com,061-30-4037,7
10373,Ming,Ming,Li,李,2009-11-28 00:00:00.0,0001-01-01 00:00:00.0,150,1981-01-20 00:00:00.0,0,1 (403) 232-5986,2626,1 (403) 232-5831,MLi@grtd123.com,592-16-5138,7
10374,David,David,Piper,Piper,2017-11-09 00:00:00.0,0001-01-01 00:00:00.0,150,1986-07-15 00:00:00.0,0,1 (403) 232-5986,2625,1 (403) 232-5831,DPiper@grtd123.com,193-34-1295,31
10375,Lloyd,Lloyd,Pino,Pino,2010-06-26 00:00:00.0,0001-01-01 00:00:00.0,150,1978-11-05 00:00:00.0,0,1 (403) 232-5986,2624,1 (403) 232-5831,LPino@grtd123.com,491-25-7425,7
10376,Allen,Allen,Miller,Miller,2012-01-18 00:00:00.0,0001-01-01 00:00:00.0,150,1988-12-05 00:00:00.0,0,1 (403) 232-5986,2623,1 (403) 232-5831,AMiller@grtd123.com,631-71-3835,14
10458,Etienne,Etienne,Pujol,Pujol,2016-07-07 00:00:00.0,0001-01-01 00:00:00.0,150,1994-07-06 00:00:00.0,0,+32 16 20.73.21,3541,+32 16 20.73.32,EPujol@grtd123.com,415-82-3345,32
10459,Gianni,Gianni,Vertemati,Vertemati,2020-06-26 00:00:00.0,0001-01-01 00:00:00.0,150,1992-11-22 00:00:00.0,0,+(41) 17 12 13 14,3540,+(41) 17 12 13 20,GVertemati@grtd123.com,482-50-0572,20
10460,Daniel,Daniel,Hart,Hart,2013-08-18 00:00:00.0,0001-01-01 00:00:00.0,150,1984-05-09 00:00:00.0,0,+(44) 181 2033144,3539,+(44) 181 5030282,DHart@grtd123.com,661-92-4215,23
10461,Barbara,Barbara,Samuelsen,Samuelsen,2015-01-03 00:00:00.0,0001-01-01 00:00:00.0,150,1975-10-20 00:00:00.0,1,+(49) 89 882 3456,3538,+(49) 89 882 3455,BSamuelsen@grtd123.com,200-06-1639,29
10526,Donald,Donald,Neely,Neely,2020-04-19 00:00:00.0,0001-01-01 00:00:00.0,150,1989-09-08 00:00:00.0,0,+(61) 03 2982  4242,8473,+(61) 03 2982  4243,DNeely@grtd123.com,497-96-9983,28
10527,Jackie,Jackie,Fulford,Fulford,2018-01-06 00:00:00.0,0001-01-01 00:00:00.0,150,1985-06-24 00:00:00.0,1,+(61) 03 2982  4242,8472,+(61) 03 2982  4243,JFulford@grtd123.com,369-47-1014,21
10528,Pamela,Pamela,Taylor,Taylor,2020-06-18 00:00:00.0,0001-01-01 00:00:00.0,150,1987-09-08 00:00:00.0,1,+(61) 03 2982  4242,8471,+(61) 03 2982  4243,PTaylor@grtd123.com,200-60-5943,7
10529,Thomas,托马斯,Black,布莱克,2016-11-17 00:00:00.0,0001-01-01 00:00:00.0,150,1979-03-28 00:00:00.0,0,886-2-2975-1988,8470,886-2-2989-4978,TBlack@grtd123.com,555-76-8801,28
10530,Rebecca,Rebecca,Scott,Scott,2019-09-12 00:00:00.0,0001-01-01 00:00:00.0,150,1998-07-08 00:00:00.0,1,+(61) 03 2982  4242,8469,+(61) 03 2982  4243,RScott@grtd123.com,856-17-3150,25
10531,Keith,基思,Abbott,基思,2017-01-05 00:00:00.0,0001-01-01 00:00:00.0,150,1972-02-08 00:00:00.0,0,886-2-2975-1988,8468,886-2-2989-4978,KAbbott@grtd123.com,488-33-9287,32
10532,Dean,Dean,Campbell,Campbell,2018-02-08 00:00:00.0,0001-01-01 00:00:00.0,150,1984-02-24 00:00:00.0,0,+(61) 03 2982  4242,8467,+(61) 03 2982  4243,DCampbell@grtd123.com,812-31-0562,18
10533,Ron,Ron,Dawkins,Dawkins,2020-05-21 00:00:00.0,0001-01-01 00:00:00.0,150,1991-02-12 00:00:00.0,0,+(61) 03 2982  4242,8466,+(61) 03 2982  4243,RDawkins@grtd123.com,192-36-3145,51
10534,Catherine,Catherine,Fowlie,Fowlie,2018-05-23 00:00:00.0,0001-01-01 00:00:00.0,150,1997-02-24 00:00:00.0,1,+(61) 03 2982  4242,8465,+(61) 03 2982  4243,CFowlie@grtd123.com,765-59-9191,25
10580,Daiki,大輝,Watanabe,渡辺,2014-09-21 00:00:00.0,0001-01-01 00:00:00.0,150,1973-04-25 00:00:00.0,0,81-3-6259-6601,8419,81-3-6208-4445,DWatanabe@grtd123.com,181-34-8174,19
10581,Isamu,勇,Ito,伊藤,2014-06-01 00:00:00.0,0001-01-01 00:00:00.0,150,1971-05-06 00:00:00.0,0,81-6-616-5656,8418,81-6-616-5657,IIto@grtd123.com,376-48-4473,8
10582,Haruka,遥,Sato,佐藤,2014-05-03 00:00:00.0,0001-01-01 00:00:00.0,150,1982-11-12 00:00:00.0,1,81-6-616-5656,8417,81-6-616-5657,HSato@grtd123.com,257-13-1144,15
10583,Fumiko,文子,Saito,斎藤,2014-12-31 00:00:00.0,0001-01-01 00:00:00.0,150,1992-08-18 00:00:00.0,1,81-6-616-5656,8416,81-6-616-5657,FSaito@grtd123.com,442-64-4583,24
10584,Chi-San,지산,Lee,李,2015-10-18 00:00:00.0,0001-01-01 00:00:00.0,150,1991-05-01 00:00:00.0,0,82-2-778-6587,8415,82-2-778-6586,CLee@grtd123.com,572-49-7437,17
10585,Mal-Su,말수,Jung,정,2015-08-08 00:00:00.0,0001-01-01 00:00:00.0,150,1971-03-24 00:00:00.0,0,82-2-778-6587,8414,82-2-778-6586,MJung@grtd123.com,237-97-3112,33
10586,Hye-Yul,혜율,Choi,최,2014-01-24 00:00:00.0,0001-01-01 00:00:00.0,150,1976-05-04 00:00:00.0,1,82-2-778-6587,8413,82-2-778-6586,HChoi@grtd123.com,465-03-6005,32
10587,Kye-Song,계송,Cho,조,2019-10-25 00:00:00.0,0001-01-01 00:00:00.0,150,1985-04-12 00:00:00.0,0,82-2-778-6587,8412,82-2-778-6586,KCho@grtd123.com,828-94-8339,28
10588,Chi-Mi,지미,Kim,김,2016-05-26 00:00:00.0,0001-01-01 00:00:00.0,150,1986-02-03 00:00:00.0,1,82-2-778-6587,8411,82-2-778-6586,CKim1@grtd123.com,844-79-7854,27
10652,Saburo,三郎,Tanaka,田中,2016-04-01 00:00:00.0,0001-01-01 00:00:00.0,150,1983-06-21 00:00:00.0,0,81-6-616-5656,8347,81-6-616-5657,STanaka@grtd123.com,452-38-0897,16
10653,Meifeng,美鳳,Toh,桌,2014-09-27 00:00:00.0,0001-01-01 00:00:00.0,150,1980-05-19 00:00:00.0,1,886-2-2975-1988,8346,886-2-2989-4978,MToh@grtd123.com,249-66-5085,39
10654,Liling,麗玲,Guo,郭,2016-09-01 00:00:00.0,0001-01-01 00:00:00.0,150,1976-01-14 00:00:00.0,1,86-21-6790-5612,8345,86-21-6790-5612,LGuo@grtd123.com,521-51-3264,20
10655,Hae-Un,해운,Son,손,2019-07-10 00:00:00.0,0001-01-01 00:00:00.0,150,1987-08-13 00:00:00.0,1,82-2-778-6587,8344,82-2-778-6586,HSon@grtd123.com,189-72-8592,19
10656,Rachel,Rachel,Borrill,Borrill,2018-02-07 00:00:00.0,2018-11-18 00:00:00.0,154,1992-06-24 00:00:00.0,1,+(61) 03 2982  4242,8229,+(61) 03 2982  4243,RBorrill@grtd123.com,477-21-1789,30
10657,Simon,Simon,Dunbar,Dunbar,2018-05-30 00:00:00.0,2018-11-18 00:00:00.0,154,1995-02-21 00:00:00.0,0,+(61) 03 2982  4242,8230,+(61) 03 2982  4243,SDunbar@grtd123.com,381-16-5502,22
10658,Jayne,Jayne,Mender,Mender,2018-09-12 00:00:00.0,2019-04-07 00:00:00.0,152,1996-12-16 00:00:00.0,1,+(61) 03 2982  4242,8231,+(61) 03 2982  4243,JMender@grtd123.com,559-69-7462,36
10659,Chiang,尚穆加姆,Shanmugam,尚穆加姆,2017-08-16 00:00:00.0,2019-03-09 00:00:00.0,152,1997-04-09 00:00:00.0,0,886-2-2975-1988,8222,886-2-2989-4978,CShanmugam@grtd123.com,515-96-6771,39
10660,Suresh,威鲁,Veloo,威鲁,2017-08-16 00:00:00.0,0001-01-01 00:00:00.0,150,1997-09-20 00:00:00.0,0,886-2-2975-1988,8223,886-2-2989-4978,SVeloo@grtd123.com,878-15-4998,20
10717,Vern,Vern,Ritchie,Ritchie,2013-08-23 00:00:00.0,2018-04-18 00:00:00.0,152,1986-03-11 00:00:00.0,0,1 (310) 281-5722,2282,1 (310) 281-9087,VRitchie@grtd123.com,248-90-1096,37
10718,Kouji,康嗣,Fujita,藤田,2014-04-10 00:00:00.0,2020-03-08 00:00:00.0,152,1990-07-27 00:00:00.0,0,81-3-6259-6601,8281,81-3-6208-4445,KFujita@grtd123.com,860-93-5818,8
10719,Aila,Aila,Forssell,Forssell,2016-07-07 00:00:00.0,2020-01-01 00:00:00.0,152,1969-05-26 00:00:00.0,1,+358(0)17 - 433 127,6280,+358(0)17 - 433 129,AForssell@grtd123.com,820-44-9114,39
10720,Meifeng,美鳳,Liao,廖,2017-01-15 00:00:00.0,2020-05-14 00:00:00.0,158,1963-11-07 00:00:00.0,1,886-2-2975-1988,8279,886-2-2989-4978,MLiao@grtd123.com,567-82-7922,15
10721,Stan,Stan,Gardiner,Gardiner,2017-09-20 00:00:00.0,2018-12-05 00:00:00.0,152,1987-02-22 00:00:00.0,0,+(44) 181 2033144,3278,+(44) 181 5030282,SGardiner@grtd123.com,780-65-1666,19
10722,Hugues,Hugues,Kieran,Kieran,2014-03-07 00:00:00.0,2020-03-12 00:00:00.0,152,1986-02-21 00:00:00.0,0,+(44) 121 3505267,3277,+(44) 121 3583843,HKieran@grtd123.com,880-99-5620,18
10723,Daniel,Daniel,Landen,Landen,2013-02-08 00:00:00.0,2019-01-16 00:00:00.0,152,1977-04-29 00:00:00.0,0,+(44) 121 3505267,3276,+(44) 121 3583843,DLanden@grtd123.com,718-49-0262,7
10282,Marie,Marie,Richter,Richter,2019-05-15 00:00:00.0,0001-01-01 00:00:00.0,150,1986-01-10 00:00:00.0,1,+(41) 17 12 13 14,3717,+(41) 17 12 13 20,MRichter@grtd123.com,134-50-9008,40
10301,Zola,Zola,Ricci,Ricci,2017-06-28 00:00:00.0,0001-01-01 00:00:00.0,150,1988-12-07 00:00:00.0,1,+(39) 02 79 53 780,7698,+(39) 02 79 53 477,ZRicci@grtd123.com,627-70-3478,17
10302,Ava,Ava,Anuschek,Anuschek,2016-06-09 00:00:00.0,0001-01-01 00:00:00.0,150,1973-04-11 00:00:00.0,1,+(43) 13 79 56 32,7697,+(43) 13 79 56 33,AAnuschek@grtd123.com,404-06-2831,24
10303,Flora,Flora,De Luca,De Luca,2014-08-23 00:00:00.0,0001-01-01 00:00:00.0,150,1990-08-11 00:00:00.0,1,+(39) 02 79 53 780,7696,+(39) 02 79 53 477,FDeLuca@grtd123.com,433-11-1278,10
10304,Arabela,Arabela,Ferrari,Ferrari,2013-06-08 00:00:00.0,0001-01-01 00:00:00.0,150,1986-09-09 00:00:00.0,1,+(39) 02 79 53 780,7695,+(39) 02 79 53 477,AFerrari@grtd123.com,761-19-5395,30
10305,Leonie,Leonie,Zumwald,Zumwald,2015-01-23 00:00:00.0,0001-01-01 00:00:00.0,150,1975-09-25 00:00:00.0,1,+(43) 13 79 56 32,7694,+(43) 13 79 56 33,LZumwald@grtd123.com,153-08-0168,22
10306,Ada,Ada,Morales,Morales,2016-02-07 00:00:00.0,0001-01-01 00:00:00.0,150,1994-12-19 00:00:00.0,1,+35 94 322 3540,7693,+35 91 548 1637,AMorales@grtd123.com,395-66-7047,30
10307,Agatha,Agatha,Reyes,Reyes,2016-10-20 00:00:00.0,0001-01-01 00:00:00.0,150,1987-06-26 00:00:00.0,1,+35 94 322 3540,7692,+35 91 548 1637,AReyes@grtd123.com,656-56-2532,19
10308,Adriana,Adriana,Iacobucci,Iacobucci,2014-05-09 00:00:00.0,0001-01-01 00:00:00.0,150,1974-05-30 00:00:00.0,1,+(41) 17 12 13 11,9691,+(41) 17 12 61 82,AIacobucci@grtd123.com,489-98-3957,31
10309,Diane,Diane,Simon,Simon,2018-08-22 00:00:00.0,0001-01-01 00:00:00.0,150,1990-01-20 00:00:00.0,1,+(41) 17 12 13 11,9690,+(41) 17 12 61 82,DSimon@grtd123.com,836-86-2183,36
10364,Scott,Scott,Brown,Brown,2009-07-22 00:00:00.0,0001-01-01 00:00:00.0,150,1975-09-17 00:00:00.0,0,1 (403) 232-5986,2635,1 (403) 232-5831,SBrown@grtd123.com,065-55-0757,18
10365,Dennis,Dennis,Bergman,Bergman,2010-07-15 00:00:00.0,0001-01-01 00:00:00.0,150,1977-10-21 00:00:00.0,0,1 (403) 232-5986,2634,1 (403) 232-5831,DBergman@grtd123.com,280-56-0056,35
10366,Dale,Dale,Thomas,Thomas,2010-08-12 00:00:00.0,0001-01-01 00:00:00.0,150,1969-04-18 00:00:00.0,0,1 (403) 232-5986,2633,1 (403) 232-5831,DThomas@grtd123.com,688-80-8096,21
10367,Diane,Diane,Peterson,Peterson,2010-05-26 00:00:00.0,0001-01-01 00:00:00.0,150,1972-09-07 00:00:00.0,1,1 (403) 232-5986,2632,1 (403) 232-5831,DPeterson@grtd123.com,585-14-4296,30
10368,Maria,Maria,Boscolo,Boscolo,2009-02-26 00:00:00.0,0001-01-01 00:00:00.0,150,1970-02-03 00:00:00.0,1,1 (403) 232-5986,2631,1 (403) 232-5831,MBoscolo@grtd123.com,006-05-8645,9
10369,Antonio,Antonio,Casares,Casares,2016-12-08 00:00:00.0,0001-01-01 00:00:00.0,150,1988-02-14 00:00:00.0,0,+(525) 549 6090,2630,+(52) 549 6088,ACasares@grtd123.com,057-65-8953,27
10370,Gordon,Gordon,Smith,Smith,2010-01-30 00:00:00.0,0001-01-01 00:00:00.0,150,1987-01-27 00:00:00.0,0,1 (403) 232-5986,2629,1 (403) 232-5831,GSmith@grtd123.com,035-02-6981,12
10371,Paula,Paula,Kane,Kane,2012-11-29 00:00:00.0,0001-01-01 00:00:00.0,150,1980-05-22 00:00:00.0,1,1 (403) 232-5986,2628,1 (403) 232-5831,PKane@grtd123.com,721-36-9380,18
10372,John,John,Long,Long,2010-05-29 00:00:00.0,0001-01-01 00:00:00.0,150,1984-02-24 00:00:00.0,0,1 (403) 232-5986,2627,1 (403) 232-5831,JLong@grtd123.com,436-31-2506,9
10700,Amaury,Amaury,Moreau,Moreau,2015-12-09 00:00:00.0,2020-06-26 00:00:00.0,152,1979-10-25 00:00:00.0,0,+(41) 17 12 13 11,9299,+(41) 17 12 61 82,AMoreau@grtd123.com,185-43-2532,59
